"RowIndex","Prediction"
153,-2.33272153081199
154,1.28817337356812
155,0.542866635660625
156,-4.24958574023654
157,-1.56421178820666
158,-0.063790495377773
159,0.0728953977619771
160,0.596308855531485
161,-2.63744114911574
162,3.44743015089792
163,2.58556662926209
164,-4.09383024514204
165,-1.14694080039613
166,1.39134493930672
167,-2.64649866307395
168,-4.45299279396149
169,-6.48810290426725
170,0.994993057129933
171,-2.44995612245135
172,4.88088542964544
173,-7.40360628661184
174,-1.58522167379752
175,-1.17521121991753
176,-4.26152006525914
177,-0.219537795144979
178,-2.35690597368551
179,-0.659707200786426
180,-2.55683952226591
181,0.959739306957376
182,-4.36310459739716
183,-1.83485595747431
184,-1.7052757700173
185,-1.55243899261744
186,-5.696761072545
187,-1.27658496206733
188,-3.07102960201717
189,-2.58860805035182
190,-3.76144899948329
191,-3.32969560472082
192,-5.03404131629523
193,-0.699978894555262
194,-1.8078529073274
195,-4.21600533241475
196,1.66915360150857
197,-5.17817795318172
198,0.571967245702178
199,-2.69096871115465
200,-0.383512692853334
201,-1.38942422284307
202,-0.512208949512684
203,-5.45793784387808
204,1.88187151989397
205,1.81944378920842
206,0.510022478470134
207,-5.54589663612588
208,-5.16871373663581
209,-3.13959067765833
210,-6.91701716975151
211,-5.2304392110839
212,-2.03801141048491
213,-3.91640345973294
214,-3.50610743176437
215,-0.241280829740543
216,-7.56684372844084
217,1.19729008188517
218,-2.03979781642871
219,0.096350104139586
220,-2.59031647846159
221,-0.805630696869013
222,0.056008781805204
223,-7.23386829388843
224,1.47663750437371
225,-3.28732915802255
226,-4.87846773198854
227,-1.77456503839805
228,1.63692272087738
229,-3.20087460211387
230,-4.86367476055788
231,1.55979625510531
232,0.602148149650404
233,-3.17884159825289
234,-1.52800524723739
235,-5.82084860726555
236,6.5460251232139
237,2.0338247884638
238,-3.01629276902101
239,-2.49747946587734
240,0.498667024908052
241,-3.53741971559632
242,-1.56432668179444
243,-4.28142918510507
244,-2.91710197065978
245,-1.38997456526334
246,-1.70276797976707
247,-4.8617257519986
248,-1.45510238177133
249,2.61033939413383
250,-5.25972290061539
251,-1.33910002386863
252,0.938696165408853
253,-3.65155935550251
254,-2.35760885174167
255,-3.31405470908495
256,-0.77491699591995
257,-1.33742689501622
258,-2.34259168256507
259,-2.86526306501254
260,-5.17009782745459
261,-3.66922024378153
262,-0.158364388108439
263,-3.30790690098255
264,-4.38590367999804
265,-0.965310999632055
266,0.449263261296994
267,-2.93812828652308
268,-4.38970187399739
269,-0.0532706547410084
270,-2.02367816346941
271,1.68920157440925
272,-1.88380189919107
273,-1.67062638601965
274,-2.87113228710654
275,-2.48907442479784
276,-3.53862361338687
277,-1.87526933901281
278,-0.889705773732974
279,-4.65171436930322
280,-0.559566542554019
281,-2.02579014048972
282,-2.9429706095259
283,1.73280079470525
284,1.31812328772623
285,-5.15212449252505
286,-5.3258156172086
287,-2.21865076283582
288,-3.66047582994445
289,0.510500539901683
290,-2.43257805673245
291,0.50528922415405
292,-2.2591591813119
293,-0.823771260225715
294,-4.15516597302709
295,-0.124462710499128
296,-0.863631874180498
297,-2.83663950631431
298,1.47649404092043
299,0.098838001289117
300,0.303875378688939
301,-2.45972972560517
302,-1.50324680906242
303,-0.526608643304606
304,-4.44579014803144
305,-1.18353321607615
306,-3.33116813422664
307,-4.57229311986422
308,-7.74939558488449
309,-1.33198541842986
310,-1.41208184950058
311,-3.30651505166875
312,-6.64439787190227
313,-0.769941869523977
314,-3.26253948594256
315,-1.29098432865971
316,-0.662526148319904
317,-2.59668823258086
318,-1.05307007342345
319,-3.0174143029501
320,-0.890029100898707
321,-5.79361073906807
322,-3.55791025905353
323,0.268576771719175
324,-6.50167832513035
325,-6.65515474117908
326,-1.71053296225141
327,-2.04666130413544
328,-2.66206391465044
329,-5.36609155683522
330,-0.158386013685934
331,-4.18854330363173
332,0.720587663966999
333,1.49326089012478
334,-5.35161279100423
335,-5.11517063079475
336,0.642751829498762
337,-2.01377441892486
338,3.39424845920479
339,-1.54819047744337
340,-1.8236016090192
341,0.153052258669742
342,-5.24384842053728
343,-5.55289694068506
344,-2.95325339477566
345,7.43891943380347
346,-0.992847342520058
347,-2.98062497502456
348,-7.74354499286252
349,-4.44452949937073
350,-4.33455675877927
351,-1.48659789316032
352,-6.61809453514191
353,0.625130053242001
354,-4.13132405910975
355,-5.28453735528929
356,-1.11833219363523
357,0.040387796355825
358,0.404931957570805
359,0.848245846744067
360,-1.95458848120749
361,-1.91358803402655
362,0.962653068313917
363,-3.98727829197809
364,-3.67938357414537
365,-1.37288367898531
366,-0.453820792899123
367,-1.83524039447409
368,-4.05547035398809
369,-0.328047308315324
370,-3.28223279251035
371,-2.85618930697327
372,-1.4666694895476
373,-2.00896398453362
374,-6.40265456848242
375,-0.0236145723855061
376,-0.542181074611961
377,-0.814820877356973
378,-0.609742698054165
379,-0.207189505114666
380,-0.718556970981577
381,-1.23352109956231
382,-4.99154078695867
383,-1.22161694185914
384,0.488366084349736
385,-3.40957881587981
386,-0.24205934958716
387,-2.85326140279891
388,-1.11896543858298
389,2.81190930645297
390,0.0508733735307459
391,-2.06555602410222
392,-3.29778642478702
393,-2.98288018694153
394,-4.00645210677546
395,-2.72948335428918
396,-6.81827646673755
397,-5.70191567650848
398,-5.34044573085824
399,-5.74812462918827
400,-1.83692546162118
401,-2.98840662062916
402,-3.75695649953218
403,-5.82457138868674
404,-0.79688656774564
405,-2.33132280066419
406,5.51461862392959
407,-5.08867700513356
408,-2.0751126247669
409,-2.53865226627152
410,-3.95078109456877
411,-4.14544402172193
412,-3.78312383644246
413,-4.98797904234113
414,-3.98880622658243
415,-1.00287056661599
416,-0.636804869334095
417,-3.14059394390058
418,-1.78979028059529
419,-5.07111764484051
420,-0.0539411786705832
421,-3.83987262012589
422,-4.8120396408577
423,-2.10248658863415
424,-2.94037623633526
425,-0.119719124676974
426,-2.95766965167681
427,-5.30468110838251
428,0.521558884954303
429,6.78240783087995
430,2.61625443500612
431,-3.75633641836462
432,-0.386367898404485
433,-2.26462439929684
434,-0.497323479716035
435,0.828360640252677
436,-3.48566277387254
437,-1.39264422349629
438,0.424541742930589
439,-4.01187681487002
440,-2.31268318140035
441,0.839474580813605
442,8.76688010691007
443,-0.776307128887927
444,-2.76082362659922
445,-4.03774887716141
446,-0.821991081775212
447,-2.14107141136945
448,-4.92246695890285
449,-3.76530042344
450,-0.599151728370613
451,-5.07797222063658
452,-2.96724715333667
453,-0.562832088136081
454,-5.89700460177901
455,-3.32583736683073
456,-1.77850076935963
457,-5.5643138050602
458,-3.52066540859003
459,-1.23258528052953
460,-3.02366710636445
461,-4.43857352884069
462,-1.6876316198748
463,-0.498081815195884
464,-2.18174656764944
465,0.496430613664871
466,0.163637083195582
467,-5.67855834481968
468,0.943358649018098
469,-6.2903594102301
470,3.14064301787258
471,-3.91223440217936
472,-0.472250924087779
473,-4.8015421614531
474,-0.490329098112158
475,-6.39570124611725
476,0.447451936098633
477,-0.883258164497743
478,1.92036100773031
479,-3.91798686193635
480,-2.25251852192087
481,-1.60854755536527
482,-0.541384841389467
483,-0.604251337168756
484,-1.7973917048941
485,-2.15596281540297
486,-5.7989277864343
487,-2.79000179605595
488,-6.7807941668272
489,-0.26965222140112
490,0.508516747371249
491,-4.15999161666524
492,-4.78964818856616
493,-4.57370427038289
494,2.469566107254
495,-2.02735211547364
496,-2.20881835027375
497,-1.6835397672336
498,-5.12672141309322
499,-5.59839655333291
500,-3.29965526411106
501,-4.42289321013948
502,-4.40243481224171
503,0.89182494264338
504,-4.07585876453181
505,-2.55765266009331
506,-8.29717628453152
507,1.39016724905797
508,-3.61625438964057
509,-2.01051843070011
510,-3.21769500583458
511,-6.18052804553207
512,-4.75349704660548
513,-1.39232241084895
514,-0.961139298701047
515,1.08509290433064
516,6.42054456558318
517,-5.04826805076284
518,-5.56857364855793
519,-0.755956773718919
520,-5.43027315278926
521,-0.931074328145766
522,-0.698716519370213
523,-0.242872081867874
524,0.141801707570176
525,-5.33873877925495
526,-5.79680479661122
527,4.65557112758847
528,-0.0318509781472502
529,-0.693012397243705
530,-7.59982083588762
531,-3.38323808891178
532,5.94250409342905
533,2.0529328946714
534,-2.80347252572244
535,-0.578252854705119
536,-5.526802680131
537,1.27875531758501
538,-0.975549901001383
539,0.259620234437673
540,-4.12862833660311
541,-1.12621433218057
542,0.0366760786342533
543,-6.30232207462136
544,-2.12898116154483
545,-2.95773694507009
546,-6.21840891467143
547,-1.18598874119677
548,-2.53123942599386
549,-1.3828175135747
550,-2.66558249136907
551,-0.965580359515064
552,-2.90883561310826
553,-1.52021279124746
554,-4.61800351310109
555,0.0973005119384105
556,-0.45182050166432
557,-1.16000545016897
558,-3.92120102828759
559,-1.12986793328882
560,-8.15035424792119
561,0.561502739611807
562,-0.134613838535566
563,-4.76510311178807
564,-7.12994042357097
565,-3.38058150495468
566,-1.67729304502019
567,-4.32419888123168
568,-1.79426635821129
569,-2.59227580972139
570,-8.1689240905606
571,-3.14750181324933
572,1.15741078619437
573,-5.95129338444228
574,-1.77357887870663
575,-5.84608709351417
576,0.031037433816989
577,-4.79355949021524
578,-3.60756516223728
579,-0.822680280749515
580,1.9502545175215
581,-6.08052458454517
582,-1.80235745380141
583,-5.82100483968403
584,-1.63061249993692
585,7.98431469917107
586,-2.76428143411889
587,-2.66800739185037
588,-0.743644073569232
589,-6.98736191120131
590,0.216194611992518
591,-3.82849631615786
592,1.31348152777173
593,-5.10414518471508
594,-1.62995802407975
595,-5.50719059667399
596,-6.02636068603273
597,0.763572479849024
598,-4.38698188935533
599,0.791502463730023
600,-0.424369994243187
601,-0.43694259052845
602,3.25843415077016
603,-0.386243488900294
604,-5.76786551542871
605,-5.52855801583484
606,-2.55878718481757
607,0.633572778821613
608,-6.87351016809804
609,-0.109409425396376
610,-3.97859627076569
611,0.576301790444578
612,-4.71670393039355
613,0.741326003764877
614,-6.80201804631982
615,-0.447300153364959
616,2.95300861292065
617,-3.87913132147571
618,-6.70963537277387
619,0.665208572581717
620,1.58001133081958
621,-5.40398652715981
622,0.216025502563203
623,2.74403068552007
624,-2.81705449079828
625,-2.02409662595097
626,-3.68317851918499
627,-4.2030006207993
628,-4.55303788912228
629,-0.829294446689177
630,-2.89000121258265
631,-0.0931578329356113
632,-4.58622018592046
633,-5.89238225862116
634,-0.332586554076522
635,3.25440409374794
636,-0.982710690619471
637,-5.66074943207224
638,-4.97263571827897
639,-2.40012288756558
640,-3.7912111228802
641,-5.27277404400777
642,-2.63363060785846
643,-0.0685364103911646
644,-2.74702867467361
645,-1.87668347830553
646,-3.69642389717199
647,0.663286503935756
648,-1.8971856586352
649,-3.12927192082565
650,0.332792180027051
651,-0.0888759974481623
652,-2.64439207252737
653,-3.5572601089233
654,-0.431304672419319
655,-5.96985434917009
656,0.38685105928783
657,0.695503644252108
658,-3.53549393039381
659,-0.279504765090497
660,-6.17401549954164
661,-0.946162468092612
662,-4.02051639562935
663,-1.19363645635789
664,-2.2160884144775
665,-5.27723839816522
666,-5.38107871611788
667,-4.21673997127302
668,-7.06497870530093
669,0.600629347493175
670,1.44513234214991
671,1.1410406677343
672,-5.53505508142092
673,-6.35967918309712
674,-1.59924778873709
675,-4.75493571845194
676,-7.66232939513213
677,-2.54916913423856
678,-0.0675228450942371
679,-0.509997104011633
680,-0.791319225986518
681,-2.71927564590855
682,-2.23576903251475
683,-3.76752367710587
684,-3.87940185375382
685,1.00667944599347
686,-2.09063546189768
687,-3.90005382804038
688,-4.3007488053281
689,-3.30304615493466
690,-3.40484841095674
691,1.36727186070687
692,-5.30142739776524
693,-0.0699379704816456
694,-1.1223172068513
695,-2.99908468781679
696,-1.78458653706629
697,-1.39929375344378
698,-4.17883737692446
699,-6.19371752208244
700,-0.659626123469773
701,-0.120375619553577
702,-1.30467086093952
703,0.838386488317495
704,-2.04448344535072
705,-4.68916827565442
706,0.738996599833808
707,-0.0262084575608417
708,-5.45584543614665
709,-1.08304739820069
710,-3.23457379879274
711,-0.974884578603407
712,-2.99268829960811
713,-1.04349423611395
714,-4.8923573023005
715,-5.8621698916725
716,-1.60544201377353
717,-3.9792864623546
718,-1.65604721660887
719,-7.29795474263577
720,-0.528680594545535
721,0.641786902616035
722,-1.71933682671141
723,-4.62948887964122
724,-5.44347378472186
725,-5.82183700874185
726,-1.57310632160065
727,-3.35204959228407
728,0.744219877206005
729,-4.52138572851086
730,4.28196469709751
731,1.37413211494731
732,-6.62778905366445
733,-3.20535723726722
734,-1.35602608398115
735,-4.86915898008166
736,-4.87923333057408
737,-0.636899179571965
738,0.428087891385708
739,0.145425731595875
740,-3.4387019482413
741,-1.02704481611152
742,-2.05473888835445
743,-1.89255381088578
744,3.112975548116
745,0.190944375166901
746,0.819761428118696
747,-2.76393741182342
748,-3.66425020922761
749,0.555840203698196
750,-0.913057581889752
751,-2.79341649351606
752,-2.97830183155139
753,-6.74620212472185
754,-3.03637065164404
755,-3.91287265457343
756,-2.50559431463382
757,-4.25104105201924
758,-6.3942892227125
759,0.041135370749164
760,-3.73791150779906
761,-2.32454625682813
762,-2.43686694939964
763,-3.08081461200269
764,-4.60755814512915
765,5.67613172325079
766,0.843537822059399
767,-0.188956713363628
768,-6.23208741739327
769,-3.53208802294298
770,-3.63480962839474
771,-0.649398250633106
772,-1.60251920111118
773,-1.50864278611068
774,1.98022969991894
775,-4.05299219038629
776,-2.65355316622016
777,-1.13187841677906
778,0.549261754048187
779,-2.55660892605422
780,2.94166880795744
781,-1.62784739824208
782,-2.17001176628259
783,-5.04891402547766
784,-1.5097989352484
785,-0.272106047702256
786,-5.41316564301785
787,-1.93378364853436
788,-2.90682569105717
789,-3.4864791806083
790,2.65535829133754
791,-2.57679442804528
792,-3.920497099861
793,-0.450239193604758
794,1.33639443515203
795,-5.75555490023606
796,-7.51520758582231
797,0.173004816053766
798,0.771586951432235
799,-4.07695411129952
800,-0.0111872690992847
801,0.16440681954391
802,-0.652401352944965
803,-4.28237856213002
804,-3.66034119056675
805,-1.69278181914241
806,-7.3475186217043
807,0.215316564166389
808,-1.83617983481961
809,-1.40723090109635
810,-2.8665233020605
811,1.41807379698303
812,-1.18168983290379
813,-2.62783409246881
814,-3.96521472705982
815,-2.2081844446782
816,0.383880581797553
817,-2.6740049838313
818,-5.06436220125239
819,-3.86620814876978
820,-4.04332785758711
821,-4.35642929641059
822,-2.09347012557115
823,-4.06783535566163
824,-5.5218749663372
825,-3.51259244829268
826,-2.82968657010995
827,-1.47780033241352
828,-0.738109251043002
829,-0.935731150683157
830,-1.72226797007567
831,-0.687408520444111
832,-2.43516936491107
833,0.40336533233098
834,-0.643789024027033
835,0.0706997776099618
836,-0.381730146075396
837,6.10145512789141
838,-5.69564735626008
839,3.81587321435135
840,-0.474401960617269
841,-3.98130274651279
842,-6.4364777275244
843,0.585757144463402
844,-2.62431311408126
845,-0.25813622949611
846,3.82709284562983
847,-3.68357915488002
848,-4.39815524023197
849,0.259173613667598
850,-0.260505654316685
851,0.32494283595541
852,-3.18949820535192
853,0.100790211624066
854,-4.50675090223658
855,-3.3163971594009
856,0.596448977633634
857,-3.7650901411212
858,-2.01872131152534
859,-5.18359108741931
860,0.31638796095374
861,-1.26107368791104
862,-3.99757499720296
863,-5.21966841528394
864,-2.87790830714506
865,-5.40895180613985
866,-3.29060763449754
867,-3.79381827403958
868,-6.02220211254829
869,-3.18958746392675
870,3.88397194682618
871,-3.83509433878192
872,-0.256030963879215
873,-2.16166268687908
874,-3.88191302558685
875,1.84935783354593
876,-0.949065013045384
877,2.1317604379456
878,-0.444409670035579
879,-0.0320579864338275
880,-1.36783105929519
881,-3.05958892168315
882,2.06386648630814
883,-0.775701085439032
884,-0.926910012887868
885,0.161278785339371
886,-4.46416792293214
887,0.84765334565134
888,-5.16392290926857
889,3.73822367998523
890,-1.78258836368359
891,0.778492728322659
892,-2.12736360731608
893,-5.25766679937308
894,0.0283914760658714
895,-0.873228408034626
896,3.27268979364288
897,-6.60135651638172
898,-5.97378977866918
899,-2.23494623215792
900,-0.999828280812163
901,0.049263864217735
902,-2.22467892693354
903,-3.91317383177751
904,-1.70767952106506
905,-0.435313137982117
906,-1.04339794058664
907,-1.01108621392828
908,-0.813935279497676
909,-1.80706050779074
910,2.63434806025055
911,-4.29264498617836
912,0.273496319462602
913,-2.05101480310166
914,-3.01273215601449
915,-4.7603850354107
916,-1.72782821300986
917,0.354658208279414
918,-2.94420678694864
919,0.571150183558227
920,0.870980364418002
921,-0.840470732330846
922,-4.44222073390638
923,-1.8216530910892
924,-6.11444469740679
925,1.00055833135485
926,-0.23597400161477
927,0.564882705424483
928,-2.69154744007015
929,0.315051611991405
930,-5.82892722169117
931,-0.99623147812002
932,-0.920182063928733
933,1.14775332352285
934,-0.53235345698913
935,-0.939434235355749
936,-0.700833187960983
937,0.451556685774853
938,-4.53857793283091
939,-5.53672899088148
940,-1.18683130064506
941,-2.58614223386171
942,-3.89073012617448
943,0.36324594739144
944,-4.40362110546015
945,-5.09288291869436
946,0.963600700499308
947,-0.333764996550922
948,-1.10739709679176
949,-7.14619891680865
950,-3.03890728733353
951,-3.11537374305215
952,-0.0683236209774363
953,5.69360026113176
954,-2.55087138842663
955,-0.999230812942294
956,0.0952900619603069
957,2.44793870078462
958,-6.1165442134653
959,-3.25090099034197
960,-0.317830408998742
961,-0.79012323449086
962,-0.161086364694667
963,1.1801928892533
964,-6.14768603632488
965,0.568882397146321
966,-2.53473528980386
967,0.608549047820212
968,0.282801515819755
969,2.4150934392309
970,-4.05673095416299
971,3.55575513745741
972,2.13795490558759
973,-2.95806685635103
974,-3.29879523407504
975,-5.23380375175211
976,1.56825497011512
977,-4.36010386437735
978,-1.88835808455141
979,-5.72468438857438
980,-0.375503615941862
981,-4.19292061259267
982,-4.89990015642683
983,-1.62701238277843
984,0.521282707166024
985,-1.36985870763544
986,-1.0234537907547
987,-3.6293844179269
988,-0.807071862904472
989,-2.99683456583341
990,-3.6451800122827
991,-2.93457119565577
992,-0.577037131761672
993,-0.829204514739503
994,0.503445298500757
995,-7.00383223842953
996,-2.31592580450313
997,0.442221235346131
998,1.74889753598127
999,0.577371547166182
1000,0.268874936393161
1001,-1.88395828914901
1002,-2.81868708236635
1003,-1.0873494833705
1004,1.31423561152054
1005,-0.140088391519947
1006,0.178483006130369
1007,-1.44939140038254
1008,2.06595737445577
1009,-3.30189153261433
1010,-4.3770054084834
1011,6.82992746780102
1012,-6.36179475240274
1013,0.858252141479906
1014,0.499945323654917
1015,1.3464834285943
1016,-1.46029630819512
1017,-0.775149052728664
1018,-0.572616109942459
1019,-4.45525107106633
1020,-4.42066063762742
1021,1.06478838273305
1022,-1.73122440959319
1023,1.6499749567975
1024,1.90124327867959
1025,-3.14801388281572
1026,-3.3697898645025
1027,-0.707568002661222
1028,-5.80973802991474
1029,-4.31705470604028
1030,-4.32488595183821
1031,-6.87097043340577
1032,-5.15450614483302
1033,-1.4013774909855
1034,-3.75656175612622
1035,-3.20316714142137
1036,0.275421208507661
1037,-5.01770018785478
1038,-4.14901218473048
1039,34.4134277207358
1040,-2.64531835508469
1041,-0.863828934265427
1042,-6.39692614230957
1043,6.72541477005002
1044,0.369659745878361
1045,-2.82983613828354
1046,-2.74654888443688
1047,-0.999904770383448
1048,-2.87091750497172
1049,-0.188481157905835
1050,1.1412006196697
1051,-3.03972979813172
1052,-1.33661826873973
1053,-0.773375551163565
1054,-3.81426596726163
1055,-4.65543450843566
1056,-4.00043485894568
1057,1.6216570764095
1058,-1.07172319008508
1059,-0.852416602028719
1060,-1.0442158797082
1061,-2.14781667402451
1062,-2.13725186523724
1063,-3.70229834557006
1064,-3.9676609208927
1065,-5.32187666945701
1066,-0.00665110979394967
1067,1.65399724430187
1068,2.39920426769529
1069,-1.08220020504054
1070,-0.71978581736333
1071,-1.19445433223753
1072,-6.78824423467826
1073,1.12858884593677
1074,-0.786570838485179
1075,5.1488519494015
1076,-2.4054668036897
1077,-1.4305216279504
1078,-0.665787345319384
1079,-0.48788875135486
1080,0.76895926231298
1081,-2.0996449952857
1082,-3.82593761175142
1083,0.0749849088957224
1084,-5.54951133022867
1085,-1.68770254213245
1086,0.166695461670724
1087,1.04855512525236
1088,0.0727226135107202
1089,-0.411576596494765
1090,-3.33226066476586
1091,-0.748098871209401
1092,-0.461842754861657
1093,1.42940435929972
1094,-2.8639941899617
1095,-3.53097521446515
1096,-6.21165392333028
1097,3.73341487793454
1098,0.135664149497635
1099,0.292904576249633
1100,-3.1087962760041
1101,-5.12182850401011
1102,-3.06810485752839
1103,-1.07745604891373
1104,-1.28002592223379
1105,-6.23911619498015
1106,-6.22983222319739
1107,-5.04707698496389
1108,-4.53750994276123
1109,-4.25401307223399
1110,2.48922332191954
1111,0.0339075137152296
1112,-3.21475160344021
1113,-1.72143850371187
1114,-0.361080353119048
1115,-2.29042248270517
1116,-0.549114404766869
1117,-1.42374247415989
1118,-1.37815141835806
1119,-2.449079227079
1120,-4.44030917254007
1121,-3.77437761863982
1122,-4.42212008987912
1123,-2.14803122512601
1124,2.76397564583973
1125,-4.76617952247357
1126,-0.806851262963122
1127,-0.467789753834053
1128,-4.82183786469283
1129,-1.95424070128317
1130,-2.83123571023526
1131,-4.97309104946746
1132,-3.4620365824062
1133,-0.830205269085152
1134,-6.08060467536455
1135,-2.69546267984739
1136,-2.57645034095719
1137,-0.910721063619139
1138,-2.54328008608517
1139,-6.43754845067023
1140,-5.2890140707534
1141,0.876373375799539
1142,-4.01861284039289
1143,-3.72431890897732
1144,-1.21674570999695
1145,-1.5894525073637
1146,7.70783457516724
1147,-4.26465181902751
1148,-2.14244292924531
1149,-2.19825278607222
1150,-5.31591354518204
1151,-0.454060087835026
1152,-4.29010461070362
1153,-3.00478431838876
1154,-7.93185149404221
1155,-2.84847684243694
1156,-2.15717693573396
1157,-4.45283796330289
1158,-4.38867514573286
1159,-4.19214243699407
1160,0.712192275192797
1161,0.725801191462725
1162,-1.55972535955129
1163,-0.458249914781051
1164,-4.11261214589596
1165,0.0450976100398673
1166,-3.51520847071358
1167,-1.14805704169484
1168,-2.29796111421002
1169,-4.94062807182424
1170,0.0267565039288513
1171,-2.77067477230685
1172,-1.50386205921122
1173,-4.2395288226757
1174,0.290232918043022
1175,0.295534419745522
1176,-0.810263027558832
1177,-1.69485284951175
1178,-4.13312170866727
1179,1.349792875118
1180,0.625367678262323
1181,-3.71434388514995
1182,-1.54473876265462
1183,-4.75626164295952
1184,-4.4342987654076
1185,-0.548612249572591
1186,0.427093957434638
1187,-1.80649263665982
1188,-4.11282154671356
1189,0.388196681678702
1190,-2.36496151025874
1191,-2.00942603923624
1192,-2.91186318468423
1193,-0.944011318849029
1194,0.207975824460138
1195,-2.49265859154974
1196,-0.805726641828179
1197,0.996529395407497
1198,-0.0934659239224409
1199,-2.48695450274442
1200,-0.377627949277299
1201,-0.504035251656432
1202,0.693917036086117
1203,-0.10533310745862
1204,0.36216989943992
1205,0.537508100227893
1206,-2.80224173230486
1207,-3.23273818152399
1208,1.79767817562456
1209,-0.21177265685096
1210,-3.35328899721281
1211,-1.95002082380215
1212,-3.45169320097272
1213,2.1100517773899
1214,2.44068528422028
1215,-4.37051034068454
1216,-3.18444769772137
1217,-1.40859957434852
1218,-4.17939597414926
1219,-0.0766374504435925
1220,0.472719008672191
1221,-0.203732774022079
1222,-2.13747985137587
1223,2.05905378044864
1224,0.281651904527504
1225,-2.97086915287719
1226,-3.09343275658457
1227,0.449853764117789
1228,-6.44991900098377
1229,-1.16842002348795
1230,-4.60763693659602
1231,-5.3274555509533
1232,-6.7717920350058
1233,-4.69019243602236
1234,-3.39310929118948
1235,-0.102478988216157
1236,31.5876555164112
1237,-4.00160006407464
1238,0.213169513950037
1239,-2.40158911381213
1240,-7.1855912596658
1241,-2.82172857733671
1242,-0.131911984632712
1243,-0.368474582425666
1244,-3.3560430501596
1245,-1.10693638464667
1246,3.48815831978742
1247,-6.14875986817534
1248,-1.64740546318788
1249,-3.49020092750349
1250,-0.393023132238146
1251,-0.324655599563565
1252,-3.49442518389686
1253,2.19697526578045
1254,-1.46416099585952
1255,-4.36904148596431
1256,6.78740827995956
1257,-0.791058589524754
1258,-0.342013007597163
1259,-0.500315504817941
1260,-5.09091925818647
1261,-1.04274260503347
1262,-2.69545258123514
1263,4.50780630754019
1264,0.417670043150358
1265,0.318417321892892
1266,-0.505964820423937
1267,1.64344413063598
1268,-2.15369961055023
1269,-8.53552908323485
